Número,NI Beneficiário,Origem,Situação,Valor,NIs_iguais,Tempo_decorrido,Natureza do Processo,Forma de Cadastramento,Crédito,Situação Cadastral - Código,País - Código,Estrangeiro,Nacionalidade - Código,Sexo - Código,UF,Município - Código,Telefone - DDD,Idade,Tempo de Óbito
6544,2389,Previdenciário,CREDITADA,112.87,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6545,2389,Previdenciário,CREDITADA,112.3,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6546,2389,Previdenciário,CREDITADA,790.38,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6547,2389,Previdenciário,CREDITADA,114.37,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6548,2389,Previdenciário,CREDITADA,113.82,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6549,2389,Previdenciário,CREDITADA,114.99,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6550,2389,Previdenciário,CREDITADA,116.35,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6551,2389,Previdenciário,CREDITADA,115.97,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6552,2389,Previdenciário,CREDITADA,111.57,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RJ,5849,21,36,0
6553,1888,Previdenciário,CREDITADA,684.99,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,SP,7075,11,37,0
6554,1888,Previdenciário,CREDITADA,682.71,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,SP,7075,11,37,0
6555,3491,Previdenciário,CREDITADA,127.88,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6556,3491,Previdenciário,CREDITADA,375.89,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6557,3491,Previdenciário,CREDITADA,120.75,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6558,3491,Previdenciário,CREDITADA,119.43,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6559,3491,Previdenciário,CREDITADA,131.1,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6560,3491,Previdenciário,CREDITADA,126.75,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6561,3491,Previdenciário,CREDITADA,118.29,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6562,3491,Previdenciário,CREDITADA,331.07,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6563,3491,Previdenciário,CREDITADA,119.18,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6564,3491,Previdenciário,CREDITADA,208.82,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6565,3491,Previdenciário,CREDITADA,37.18,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6566,3491,Previdenciário,CREDITADA,124.5,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6567,3491,Previdenciário,CREDITADA,123.03,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6568,3491,Previdenciário,CREDITADA,364.71,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6569,3491,Previdenciário,CREDITADA,126.09,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6570,3491,Previdenciário,CREDITADA,172.91,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6571,3491,Previdenciário,CREDITADA,120.19,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6572,3491,Previdenciário,CREDITADA,154.82,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6573,3491,Previdenciário,CREDITADA,125.01,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6574,3491,Previdenciário,CREDITADA,284.39,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6575,3491,Previdenciário,CREDITADA,202.31,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,8057,49,47,0
6576,130,Previdenciário,CREDITADA,116.05,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,BA,3515,75,38,0
6577,1390,Previdenciário,CREDITADA,122.4,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6578,1390,Previdenciário,CREDITADA,118.85,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6579,1390,Previdenciário,CREDITADA,118.78,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6580,1390,Previdenciário,CREDITADA,116.57,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6581,1390,Previdenciário,CREDITADA,118.85,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6582,1390,Previdenciário,CREDITADA,120.09,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6583,1390,Previdenciário,CREDITADA,117.14,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6584,1390,Previdenciário,CREDITADA,118.01,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6585,3647,Previdenciário,CREDITADA,1241.31,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RS,8841,55,30,0
6586,1390,Previdenciário,CREDITADA,116.92,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6587,1390,Previdenciário,CREDITADA,120.75,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6588,1390,Previdenciário,CREDITADA,113.89,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6589,1390,Previdenciário,CREDITADA,118.23,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6590,1390,Previdenciário,CREDITADA,117.49,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6591,1390,Previdenciário,CREDITADA,117.69,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6592,1390,Previdenciário,CREDITADA,114.91,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6593,1390,Previdenciário,CREDITADA,121.58,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6594,1390,Previdenciário,CREDITADA,119.33,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6595,1390,Previdenciário,CREDITADA,115.97,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6596,1390,Previdenciário,CREDITADA,119.43,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6597,1390,Previdenciário,CREDITADA,117.69,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6598,1390,Previdenciário,CREDITADA,114.91,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6599,1390,Previdenciário,CREDITADA,115.97,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6600,1390,Previdenciário,CREDITADA,115.19,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6601,1390,Previdenciário,CREDITADA,114.64,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6602,1390,Previdenciário,CREDITADA,116.33,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6603,1390,Previdenciário,CREDITADA,114.13,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6604,1390,Previdenciário,CREDITADA,115.81,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,PR,7683,45,53,0
6605,3121,Previdenciário,CREDITADA,1278.64,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,21,31,0
6606,3505,Previdenciário,CREDITADA,201.46,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PE,2531,81,44,0
6607,3505,Previdenciário,CREDITADA,442.44,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PE,2531,81,44,0
6608,445,Previdenciário,CREDITADA,261.3,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6609,445,Previdenciário,CREDITADA,260.07,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6610,445,Previdenciário,CREDITADA,262.67,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6611,445,Previdenciário,CREDITADA,238.01,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,7017,19,50,0
6612,2025,Previdenciário,CREDITADA,189.58,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6613,2025,Previdenciário,CREDITADA,188.64,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6614,2025,Previdenciário,CREDITADA,190.44,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6615,2025,Previdenciário,CREDITADA,213.94,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6616,2025,Previdenciário,CREDITADA,213.09,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6617,2025,Previdenciário,CREDITADA,214.73,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6618,2025,Previdenciário,CREDITADA,210.12,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6619,2025,Previdenciário,CREDITADA,211.56,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6620,2025,Previdenciário,CREDITADA,210.8,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6621,2025,Previdenciário,CREDITADA,209.43,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6622,2025,Previdenciário,CREDITADA,226.81,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6623,2025,Previdenciário,CREDITADA,208.69,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6624,2025,Previdenciário,CREDITADA,187.79,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6625,2025,Previdenciário,CREDITADA,185.54,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6626,2025,Previdenciário,CREDITADA,194.34,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6627,2025,Previdenciário,CREDITADA,196.33,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6628,2025,Previdenciário,CREDITADA,193.4,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6629,2025,Previdenciário,CREDITADA,216.54,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6630,2025,Previdenciário,CREDITADA,191.44,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6631,2025,Previdenciário,CREDITADA,217.56,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6632,2025,Previdenciário,CREDITADA,192.41,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6633,2025,Previdenciário,CREDITADA,215.65,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6634,2025,Previdenciário,CREDITADA,216.72,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6635,2025,Previdenciário,CREDITADA,217.87,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6636,2025,Previdenciário,CREDITADA,218.95,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6637,2025,Previdenciário,CREDITADA,219.92,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,5155,0,53,0
6638,2039,Previdenciário,CREDITADA,716.77,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SE,3105,79,56,0
6639,2039,Previdenciário,CREDITADA,751.1,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SE,3105,79,56,0
6640,2039,Previdenciário,CREDITADA,722.67,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SE,3105,79,56,0
6641,2566,Previdenciário,CREDITADA,3519.15,S,2,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SC,973,48,43,0
6642,3654,Previdenciário,CREDITADA,1396.28,S,1,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,RS,8791,53,32,0
6643,1104,Previdenciário,CREDITADA,139.2,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4723,31,51,0
6644,738,Previdenciário,CREDITADA,236.33,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4633,31,50,0
6645,738,Previdenciário,CREDITADA,218.76,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4633,31,50,0
6646,738,Previdenciário,CREDITADA,220.73,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4633,31,50,0
6647,523,Previdenciário,CREDITADA,218.6,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,10,105,Não,105,F,MG,4123,31,57,0
6648,1134,Previdenciário,CREDITADA,1403.79,S,1,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PR,7535,41,57,0
6649,2548,Previdenciário,CREDITADA,126.75,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4625,0,54,0
6650,2548,Previdenciário,CREDITADA,125.68,S,3,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4625,0,54,0
6651,1797,Previdenciário,CREDITADA,473.73,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6652,1797,Previdenciário,CREDITADA,483.51,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6653,1797,Previdenciário,CREDITADA,548.28,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6654,1797,Previdenciário,CREDITADA,545.27,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6655,1797,Previdenciário,CREDITADA,718.42,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6656,1797,Previdenciário,CREDITADA,471.17,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6657,1797,Previdenciário,CREDITADA,468.28,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6658,1797,Previdenciário,CREDITADA,522.87,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6659,1797,Previdenciário,CREDITADA,555.45,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6660,1797,Previdenciário,CREDITADA,299.27,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6661,1797,Previdenciário,CREDITADA,816.09,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6662,1797,Previdenciário,CREDITADA,394.27,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6663,1797,Previdenciário,CREDITADA,398.51,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6664,1797,Previdenciário,CREDITADA,380.61,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6665,1797,Previdenciário,CREDITADA,147.9,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6666,1797,Previdenciário,CREDITADA,58.35,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4865,38,41,0
6667,2057,Previdenciário,CREDITADA,2052.08,S,1,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,MG,4123,31,41,0
6668,1110,Previdenciário,CREDITADA,135.99,S,2,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,MG,4123,31,35,0
6669,885,Previdenciário,CREDITADA,4110.49,S,2,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,SP,7099,12,51,0
6670,1934,Previdenciário,CREDITADA,7863.39,S,2,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,PR,7535,41,40,0
6671,2656,Previdenciário,CREDITADA,1463.25,N,1,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,SC,973,0,33,0
6672,2656,Previdenciário,CREDITADA,99.2,N,1,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,SC,973,0,33,0
6673,2656,Previdenciário,CREDITADA,845.51,N,1,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,SC,973,0,33,0
6674,2656,Previdenciário,CREDITADA,1471.29,N,1,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,SC,973,0,33,0
6675,2656,Previdenciário,CREDITADA,426.72,N,1,ELETRÔNICO,Automático,Restituição de Reembolso,0,105,Não,105,F,SC,973,0,33,0
6676,1555,Previdenciário,CREDITADA,1160.07,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,F,SP,7047,0,47,0
6677,2583,Previdenciário,CREDITADA,133.06,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,SP,6477,11,18,0
6678,1569,Previdenciário,CREDITADA,810.62,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6679,1569,Previdenciário,CREDITADA,1348.95,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6680,1569,Previdenciário,CREDITADA,806.82,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6681,1569,Previdenciário,CREDITADA,605.56,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6682,1569,Previdenciário,CREDITADA,802.74,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6683,1569,Previdenciário,CREDITADA,850.55,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6684,1569,Previdenciário,CREDITADA,75.93,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6685,1569,Previdenciário,CREDITADA,822.35,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6686,1569,Previdenciário,CREDITADA,114.94,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6687,1569,Previdenciário,CREDITADA,780.6,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6688,1569,Previdenciário,CREDITADA,850.25,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6689,1569,Previdenciário,CREDITADA,847.11,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6690,1569,Previdenciário,CREDITADA,834.87,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6691,1569,Previdenciário,CREDITADA,823.62,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6692,1569,Previdenciário,CREDITADA,1374.5,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6693,1569,Previdenciário,CREDITADA,600.78,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
6694,1569,Previdenciário,CREDITADA,829.65,S,0,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior,0,105,Não,105,M,RJ,6001,35,32,0
